2017-7-14,TYAU17,1447586,41
2017-7-17,TYAU17,816966,19
2017-7-18,TYAU17,1262588,31
2017-7-19,TYAU17,843128,15
2017-7-20,TYAU17,1092310,19
2017-7-21,TYAU17,679389,19
2017-7-24,TYAU17,566602,17
2017-7-25,TYAU17,1425724,46
2017-7-26,TYAU17,1281597,35
2017-7-27,TYAU17,1426912,23
2017-7-28,TYAU17,1129355,28
2017-7-31,TYAU17,1039420,16
2017-8-1,TYAU17,1417709,37
2017-8-2,TYAU17,1224455,19
2017-8-3,TYAU17,1009935,26
2017-8-4,TYAU17,1160407,33
2017-8-7,TYAU17,646399,18
2017-8-8,TYAU17,957320,25
2017-8-9,TYAU17,1039049,25
2017-8-10,TYAU17,889947,33
2017-8-11,TYAU17,922926,20
2017-8-14,TYAU17,667074,26
2017-8-15,TYAU17,763934,24
2017-8-16,TYAU17,902982,37
2017-8-17,TYAU17,867139,32
2017-8-18,TYAU17,819354,31
2017-8-21,TYAU17,570818,17
2017-8-22,TYAU17,543271,15
2017-8-23,TYAU17,638623,29
2017-8-24,TYAU17,588664,16
2017-8-25,TYAU17,626727,21
2017-8-28,TYAU17,521853,35
2017-8-29,TYAU17,856937,36
2017-8-30,TYAZ17,634228,14
2017-8-31,TYAZ17,1184594,20
2017-9-1,TYAZ17,1396043,41
2017-9-4,TYAZ17,175565,13
2017-9-5,TYAZ17,1514004,50
2017-9-6,TYAZ17,1303364,30
2017-9-7,TYAZ17,1517543,38
2017-9-8,TYAZ17,1224092,32
2017-9-11,TYAZ17,903302,28
2017-9-12,TYAZ17,1148602,25
2017-9-13,TYAZ17,963408,24
2017-9-14,TYAZ17,1420690,25
2017-9-15,TYAZ17,962228,21
2017-9-18,TYAZ17,773272,16
2017-9-19,TYAZ17,1048678,18
2017-9-20,TYAZ17,1431228,41
2017-9-21,TYAZ17,1229848,22
2017-9-22,TYAZ17,1043101,14
2017-9-25,TYAZ17,1218076,26
2017-9-26,TYAZ17,1032489,17
2017-9-27,TYAZ17,1944960,45
2017-9-28,TYAZ17,1481129,32
2017-9-29,TYAZ17,1639066,27
2017-10-2,TYAZ17,1235126,29
2017-10-3,TYAZ17,935053,29
2017-10-4,TYAZ17,1085682,27
2017-10-5,TYAZ17,924414,22
2017-10-6,TYAZ17,1653596,29
2017-10-9,TYAZ17,271781,11
2017-10-10,TYAZ17,1155855,26
2017-10-11,TYAZ17,1023991,17
2017-10-12,TYAZ17,1015635,14
2017-10-13,TYAZ17,1324827,31
2017-10-16,TYAZ17,1052257,24
2017-10-17,TYAZ17,1000868,19
2017-10-18,TYAZ17,870671,24
2017-10-19,TYAZ17,1147897,33
2017-10-20,TYAZ17,978143,20
2017-10-23,TYAZ17,609432,19
2017-10-24,TYAZ17,918883,26
2017-10-25,TYAZ17,1295861,31
2017-10-26,TYAZ17,1184666,29
2017-10-27,TYAZ17,1194894,35
2017-10-30,TYAZ17,798013,23
2017-10-31,TYAZ17,929125,21
2017-11-1,TYAZ17,893265,27
2017-11-2,TYAZ17,819055,23
2017-11-3,TYAZ17,827967,23
2017-11-6,TYAZ17,625278,13
2017-11-7,TYAZ17,872555,18
2017-11-8,TYAZ17,679812,21
2017-11-9,TYAZ17,1123058,23
2017-11-10,TYAZ17,817215,25
2017-11-13,TYAZ17,636839,25
2017-11-14,TYAZ17,812805,27
2017-11-15,TYAZ17,1115404,22
2017-11-16,TYAZ17,780539,15
2017-11-17,TYAZ17,666868,18
2017-11-20,TYAZ17,690802,29
2017-11-21,TYAZ17,748936,21
2017-11-22,TYAZ17,780890,34
2017-11-23,TYAZ17,119872,14
2017-11-24,TYAZ17,284516,11
2017-11-27,TYAZ17,703886,20
2017-11-28,TYAZ17,860289,19
2017-11-29,TYAZ17,671189,36
2017-11-30,TYAZ17,154564,29
2017-12-1,TYAZ17,72430,58
2017-12-4,TYAZ17,20600,20
2017-12-5,TYAZ17,10315,23
2017-12-6,TYAZ17,14251,18
2017-12-7,TYAZ17,4881,22
2017-12-8,TYAZ17,6043,19
2017-12-11,TYAZ17,2857,16
2017-12-12,TYAZ17,4112,19
2017-12-13,TYAZ17,4064,46
2017-12-14,TYAZ17,908,19
2017-12-15,TYAZ17,3152,19
2017-12-18,TYAZ17,355,16
2017-12-19,TYAZ17,1542,38
