00:01:01,00:01:01.1,129 16.5/32,2,-2,-2
00:01:01.2,00:02:10.5,129 17.0/32,847,329,327
00:02:20,00:02:20,129 17.5/32,2,2,329
00:02:30,00:18:55.9,129 17.0/32,872,-556,-227
00:19:05,00:19:05,129 16.5/32,8,-8,-235
00:19:27,00:21:53.7,129 17.0/32,554,318,83
00:21:53.8,00:21:53.10,129 17.5/32,3,3,86
00:21:53.11,00:22:31,129 17.0/32,174,-154,-68
00:23:40,00:25:05,129 16.5/32,5,-5,-73
00:25:25,00:29:05,129 17.0/32,24,24,-49
00:29:24,00:29:24.1,129 16.5/32,2,-2,-51
00:30:27,00:35:45,129 17.0/32,12,12,-39
00:42:50,00:43:00.1,129 16.5/32,121,-121,-160
00:44:05,00:44:08,129 17.0/32,3,3,-157
00:44:59,00:51:11.6,129 16.5/32,137,-137,-294
00:52:13,00:54:05,129 17.0/32,7,7,-287
00:54:54,00:58:00,129 16.5/32,111,-111,-398
00:58:59,00:59:00.1,129 17.0/32,6,6,-392
00:59:05,01:02:49,129 16.5/32,270,-270,-662
01:04:57,01:05:19.16,129 17.0/32,158,158,-504
01:05:56,01:07:51,129 16.5/32,323,-323,-827
01:09:22,01:10:34,129 17.0/32,4,4,-823
01:11:15,01:11:15,129 16.5/32,5,-5,-828
01:11:19,01:12:19,129 17.0/32,3,3,-825
01:12:47,01:12:47.21,129 16.5/32,100,-100,-925
01:12:48,01:16:47,129 17.0/32,17,17,-908
01:19:24,01:19:24,129 16.5/32,1,-1,-909
01:20:34,01:21:04.90,129 17.0/32,1251,739,-170
01:21:17,01:22:19,129 17.5/32,9,9,-161
01:22:29,01:22:42.5,129 17.0/32,22,-22,-183
01:23:04,01:24:12,129 17.5/32,8,8,-175
01:24:28,01:24:30.7,129 17.0/32,544,-338,-513
01:24:30.8,01:24:30.14,129 16.5/32,65,-65,-578
01:24:48,01:25:41.6,129 17.0/32,456,152,-426
01:25:50,01:27:27,129 17.5/32,9,9,-417
01:27:41,01:27:41.17,129 17.0/32,120,-120,-537
01:28:45,01:31:01,129 17.5/32,153,153,-384
01:31:30,01:31:46.16,129 17.0/32,61,-61,-445
01:32:19,01:34:16,129 17.5/32,9,9,-436
01:34:19,01:34:19.10,129 17.0/32,50,-50,-486
01:35:14,01:35:14,129 17.5/32,3,3,-483
01:35:30,01:35:30.1,129 17.0/32,2,-2,-485
01:36:12,01:47:35,129 17.5/32,312,312,-173
01:47:38,01:47:38.3,129 17.0/32,70,-70,-243
01:47:47,01:47:47.14,129 17.5/32,135,135,-108
01:47:55,01:47:55,129 17.0/32,2,-2,-110
01:48:20,01:49:44.5,129 17.5/32,678,460,350
01:49:46,01:49:46,129 18.0/32,1,1,351
