17:00:00.088,126 13.0/32,284
17:00:00.128,126 12.5/32,-2
17:00:00.128,126 13.0/32,3
17:00:00.204,126 13.0/32,3
17:00:00.208,126 13.0/32,1
17:00:00.244,126 12.5/32,-1
17:00:00.456,126 12.5/32,-1
17:00:00.912,126 12.5/32,-1
17:00:00.912,126 12.5/32,-1
17:00:00.984,126 12.5/32,-2
17:00:01.012,126 13.0/32,3
17:00:01.260,126 13.0/32,2
17:00:01.580,126 12.5/32,-1
17:00:02.008,126 12.5/32,-1
17:00:02.008,126 12.5/32,-3
17:00:02.012,126 12.5/32,-2
17:00:02.012,126 12.5/32,-2
17:00:02.020,126 12.5/32,1
17:00:02.020,126 12.5/32,10
17:00:02.020,126 12.5/32,20
17:00:02.020,126 12.5/32,20
17:00:02.020,126 12.5/32,10
17:00:02.020,126 12.5/32,2
17:00:02.020,126 12.5/32,7
17:00:02.020,126 12.5/32,12
17:00:02.180,126 12.0/32,-6
17:00:02.288,126 12.5/32,2
17:00:02.288,126 12.5/32,10
17:00:02.300,126 12.5/32,1
17:00:02.768,126 12.5/32,2
17:00:02.796,126 12.5/32,2
17:00:03.000,126 12.0/32,-11
17:00:03.988,126 12.0/32,-2
17:00:04.552,126 12.5/32,6
17:00:05.000,126 12.5/32,3
17:00:05.400,126 12.5/32,1
17:00:15.660,126 12.0/32,-10
17:00:19.260,126 12.0/32,-110
17:00:19.260,126 12.0/32,-2
17:00:19.260,126 12.0/32,-1
17:00:19.260,126 12.0/32,-7
17:00:19.260,126 12.0/32,-8
17:00:19.260,126 12.0/32,-13
17:00:19.260,126 12.0/32,-18
17:00:19.260,126 12.0/32,-41
17:00:19.272,126 12.0/32,-1
17:00:19.304,126 12.0/32,-1
17:00:19.304,126 12.0/32,-2
17:00:19.304,126 12.0/32,-3
17:00:19.304,126 12.0/32,-1
17:00:19.304,126 12.0/32,-1
17:00:19.304,126 12.0/32,-1
17:00:19.304,126 12.0/32,-19
17:00:19.304,126 12.0/32,-9
17:00:19.308,126 12.0/32,3
17:00:20.160,126 12.0/32,1
17:00:22.236,126 11.5/32,-5
17:00:22.236,126 11.5/32,-5
17:00:23.464,126 12.0/32,2
17:00:23.464,126 12.0/32,160
17:00:46.660,126 11.5/32,-5
17:01:00.228,126 12.0/32,2
17:01:00.376,126 12.0/32,7
17:01:00.376,126 12.0/32,2
17:01:00.376,126 12.0/32,10
17:01:00.376,126 12.0/32,2
17:01:00.376,126 12.0/32,11
17:01:00.376,126 12.0/32,27
17:01:00.376,126 12.0/32,2
17:01:00.376,126 12.0/32,1
17:01:00.376,126 12.0/32,3
17:01:00.376,126 12.0/32,1
17:01:00.380,126 12.0/32,2
17:01:00.380,126 12.0/32,2
17:01:00.384,126 12.0/32,1
17:01:00.524,126 12.0/32,5
17:01:00.524,126 12.0/32,15
17:01:00.536,126 12.0/32,8
17:01:00.536,126 12.0/32,5
17:01:00.536,126 12.0/32,5
17:01:00.536,126 12.0/32,5
