00:00:00.780,126 9.0/32,1
00:00:00.808,126 9.0/32,1
00:00:24.848,126 9.0/32,1
00:00:24.848,126 9.0/32,1
00:00:24.848,126 9.0/32,1
00:00:24.848,126 9.0/32,4
00:00:24.848,126 9.0/32,10
00:00:24.848,126 9.0/32,4
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,1
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,1
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,3
00:00:24.848,126 9.0/32,9
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,115
00:00:26.956,126 9.0/32,2
00:00:26.956,126 9.0/32,7
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,25
00:00:26.956,126 9.0/32,2
00:00:26.956,126 9.0/32,2
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,25
00:00:26.956,126 9.0/32,1
00:00:26.956,126 9.0/32,2
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,3
00:00:26.956,126 9.0/32,12
00:00:26.956,126 9.0/32,7
00:00:26.956,126 9.0/32,6
00:00:31.936,126 8.5/32,-5
00:00:31.936,126 8.5/32,-2
00:00:31.936,126 8.5/32,-1
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-1
00:00:31.936,126 8.5/32,-2
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-6
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-1
00:00:31.936,126 8.5/32,-1
00:00:31.936,126 8.5/32,-4
00:00:31.936,126 8.5/32,-4
00:00:31.936,126 8.5/32,-4
00:00:31.936,126 8.5/32,-3
00:00:31.936,126 8.5/32,-21
00:01:11.340,126 9.0/32,1
00:02:50.588,126 9.0/32,21
00:02:50.588,126 9.0/32,2
00:03:50.840,126 9.0/32,1
00:04:44.488,126 9.0/32,1
00:13:18.528,126 8.5/32,-1
00:14:09.992,126 8.5/32,-4
00:14:20.048,126 9.0/32,24
00:14:20.048,126 9.0/32,3
00:14:20.048,126 9.0/32,12
00:14:20.048,126 9.0/32,1
00:14:20.048,126 9.0/32,10
00:17:48.312,126 8.5/32,-50
00:18:54.664,126 8.5/32,-39
00:18:54.664,126 8.5/32,-2
00:18:54.664,126 8.5/32,-1
00:18:54.664,126 8.5/32,-2
00:18:54.664,126 8.5/32,-50
00:18:54.664,126 8.5/32,-3
00:18:54.664,126 8.5/32,-3
00:18:56.756,126 8.5/32,-15
00:18:56.760,126 8.5/32,-3
00:19:22.480,126 8.5/32,-79
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-1
00:19:22.480,126 8.5/32,-2
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-4
00:19:22.480,126 8.5/32,-4
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-3
00:19:22.480,126 8.5/32,-1
00:19:22.480,126 8.5/32,-1
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-10
00:19:22.480,126 8.5/32,-14
00:19:22.488,126 8.5/32,-4
00:19:22.488,126 8.5/32,-1
00:19:22.488,126 8.5/32,-1
00:19:22.492,126 8.5/32,49
00:19:22.492,126 8.5/32,1
00:19:22.492,126 8.5/32,100
00:19:22.492,126 8.5/32,1
00:19:22.492,126 8.5/32,10
00:19:22.492,126 8.5/32,3
00:19:22.492,126 8.5/32,1
00:19:22.492,126 8.5/32,1
00:19:22.492,126 8.5/32,5
00:19:22.492,126 8.5/32,2
00:19:22.492,126 8.5/32,2
00:19:22.492,126 8.5/32,1
00:19:22.492,126 8.5/32,3
00:19:22.492,126 8.5/32,3
00:19:22.492,126 8.5/32,3
00:19:22.492,126 8.5/32,3
00:19:22.492,126 8.5/32,3
00:19:40.920,126 8.5/32,21
00:19:40.928,126 8.5/32,139
00:19:40.928,126 8.5/32,2
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,3
00:19:40.928,126 8.5/32,3
00:19:40.928,126 8.5/32,2
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,4
00:19:40.928,126 8.5/32,8
00:19:40.928,126 8.5/32,4
00:19:40.928,126 8.5/32,4
00:19:40.928,126 8.5/32,3
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,1
00:19:40.928,126 8.5/32,1
00:19:40.932,126 8.5/32,-16
00:19:40.932,126 8.5/32,-6
00:19:40.932,126 8.5/32,-1
00:19:40.932,126 8.5/32,-3
00:20:31.520,126 8.5/32,2
00:20:31.520,126 8.5/32,88
00:20:31.520,126 8.5/32,1
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,1
00:20:31.520,126 8.5/32,1
00:20:31.520,126 8.5/32,2
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,4
00:20:31.520,126 8.5/32,4
00:20:31.520,126 8.5/32,3
00:20:31.520,126 8.5/32,23
00:20:31.520,126 8.5/32,93
00:20:31.520,126 8.5/32,1
00:20:31.520,126 8.5/32,2
00:20:31.520,126 8.5/32,1
00:20:41.480,126 8.5/32,2
00:20:41.480,126 8.5/32,45
00:20:41.480,126 8.5/32,1
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,2
00:20:41.480,126 8.5/32,1
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,4
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,62
00:20:41.480,126 8.5/32,53
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,1
00:20:41.480,126 8.5/32,2
00:20:41.480,126 8.5/32,1
00:20:41.480,126 8.5/32,2
00:20:41.480,126 8.5/32,4
00:20:41.480,126 8.5/32,4
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,3
00:20:41.480,126 8.5/32,6
00:20:41.480,126 8.5/32,10
00:20:41.480,126 8.5/32,10
00:20:41.480,126 8.5/32,1
00:20:41.480,126 8.5/32,3
00:20:41.484,126 8.5/32,-2
00:20:41.484,126 8.5/32,-1
00:20:41.500,126 8.5/32,-1
00:21:15.096,126 8.5/32,2
00:21:15.096,126 8.5/32,2
00:21:15.096,126 8.5/32,28
00:21:15.096,126 8.5/32,3
00:21:15.096,126 8.5/32,11
00:21:15.096,126 8.5/32,2
00:21:15.096,126 8.5/32,2
00:21:15.096,126 8.5/32,1
00:21:15.096,126 8.5/32,1
00:21:15.096,126 8.5/32,1
00:21:15.096,126 8.5/32,1
00:21:15.096,126 8.5/32,1
00:21:15.096,126 8.5/32,9
00:21:15.100,126 8.5/32,-2
00:21:15.100,126 8.5/32,-2
00:21:15.100,126 8.5/32,-1
00:21:15.100,126 8.5/32,-1
00:21:15.104,126 8.5/32,-3
00:22:04.888,126 8.5/32,1
00:22:04.888,126 8.5/32,1
00:22:04.888,126 8.5/32,3
00:22:04.888,126 8.5/32,3
00:22:04.888,126 8.5/32,3
00:22:04.888,126 8.5/32,9
00:22:04.888,126 8.5/32,2
00:23:14.964,126 8.0/32,-1
00:24:27.168,126 8.5/32,1
